name,dialogue
Michael,And another thing about the Indian people… they love sex positions. I present to you the Kama Sutra. I mean look at that. Who’s seen that before?
Pam,Is it for the bird?
Dwight,You know where it is. Lead me there.
Kelly,I’ll get that you guys. Don’t… it’s just… you know…
Creed,"If I can't scuba, then what's this all been about? What am I working toward?"
Dwight,"Let’s go everyone. Super secret, classified conference room meeting, now!"
Dwight,All right then. Someone propose a plan.
Dwight,"What, your stylist ran out of ‘messy spray’?"
Phyllis,Hillary Swank.
Jim,Alright.
Oscar,Is it that obvious? No- hey...
Dwight,"Okay, everybody listen up! It is time to get your presents, wrap them, and place them under the tree like so. If you do not get your present wrapped and under the tree within the next five minutes you will be disqualified from Secret Santa. All right? No exceptions except Michael."
Pam,How is it going?
Toby,How?
Michael,Yes! My head is in such pain! And turmoil!
Ryan,Literally.
Michael,OK.
Pam,"Maybe $50,000."
Pam,"So apparently no one dresses up for Halloween here. I wish I had known that before I used greasepaint for my moustache. And I can't even take off my hat, because then I'm Hitler."
Michael,Because of all the good work you've done.
Michael,"Alright, Michael Scott Paper Company. You want in? Do you want to be a part of this?"
Michael,Business has been pretty crazy around the office.
Michael,It is. This is a little something for you to remember your time here in Scranton by.
Jim,What? ... No. It burned me. I... bizarre.
Jim,Hey! Just in time! You wanna go on the group tour? We were just about to leave.
Angela,Dry. You look like you were having fun.
Jim,Are you sure it’s stress? Because I did poison you.
Dwight,You want to get sick you go to the hospital.
Michael,Yaaaaay.
Ryan,The Washington University Public Health Fund.
Andy,"Get the flag! Get the flag! Come on, Big Tuna. What you gonna do about it? We got a flag right here. Wee-hoo!"
Ryan,"Okay, I once had a glass of Cognac that cost $77."
Darryl,"I just, no, she be talking to your mom or something. This is my daughter too, Justine! You seem to think, oh… pick a damn tree already."
Andy,"Hey everybody, I’m gonna leave and I just wanted to say I’m really sorry."
Phyllis,"Come on Andy, they’re a good match."
Oscar,Okay.
Michael,Does it feel good?
Kelly,Never marrying.
Jim,Andy... is having a real rough day today.
Michael,Charley horse!
Jim,You know what? You should come with us. Because you know we're all going out and it could be a good chance for you to see what people are like outside the office. I think it could be fun.
Andy,"Who, Karen? Yeah, she's only one of my oldest friends. Mmm. How's the apartment hangin'?"
Jim,John Dillinger.
Kelly,What!
Andy,Rut ti doh doh…
Jim,Pretty good.
Dwight,This is the most important day of the year. I can't risk anything.
Dwight,"Dwight Schrute. Mhm. Tell her I’m busy. I don’t know, make something up."
Oscar,I had a good time too.
Erin,"Oh, my God. That's amazing. Let me just fax this, and I'll check my planner."
Michael,Ok. 'Oooh. You must pass the dungeon wisdom test.'
Jim,"Guys, what is going on?!"
Michael,"Yeah, obviously you are. Okay, everybody who thinks that Meredith is an alcoholic please raise your hand."
Michael,"It’s been sitting in my car all day. Sun beating down on the mayonnaise. Just, you never know."
Jim,Yeah. √Ç¬ÝThank you. Thank you.
Meredith,"The deal is that this is my last hurrah, cause I made a New Year's resolution that I'm not going to drink anymore. During the week."
Dwight,"Okay, I’m gonna need to search your car. Give me you keys."
Andy,"Totally, I mean, come on, such a free spirit."
Dwight,Give me the phone. Tell him Dwight Schrute wants to talk to him.
Michael,What do I have to live for?
Michael,"Buddha this bread for me, won't you?"
Michael,"It did. Like butter. Mike Myers, SNL. You should ask Karen, she was one of them."
Erin,Pam gave it to me!
Dwight,"Watch this part, okay?"
Dwight,Yeah.
Jim,You've got to wave your arms and you've got to pound your fists. Many times. It's supposed to emphasize your point.
Michael,Who is this? How did you get this number?
Michael,Do you think I’ll get any new ones? I could…
Angela,"Side salad, chicken piccata on the side."
Kevin,"Pam, look out!"
Kevin,Like money? Like you-- you want my money?
Kevin,"Jim, you coming?"
Kelly,Oscar it must be killing you to know that Michael is smarter than you.
Michael,"No. Now, remember that honesty..."
Jim,"No no no it’s ok. So, Cece is with daddy now. She’s laughing and she’s happy. And we are on our way to see Dr. Barbra."
Phyllis,"Angela is worse than usual lately, and we have a party to throw. So I Googled how to deal with difficult people, and I got all of this. So we’re gonna try out some new things today."
Michael,Peach iced tea. You're going to hate it.
Michael,"Stop, stop! Oh, my god! Okay. Stop it, stop it, stop it. Gross! Stop it, please. Everybody, stop."
Pam,"Alright, let’s give her a break. We don’t know for sure this is Meredith’s fault."
Andy,"No, this is my time! You don't belt on my time! I belt on my time."
Michael,Hmm.
Dwight,In the ocean.
Jim,Cool.
Darryl,That there's a woman's suit.
Ryan,Yeah.
Jim,"OK. careful, thanks."
Jim,"Yes. I have started to see Karen. It’s very new, and… not really ready to talk about it openly yet, just because, I think, once the word gets out there, it might affect the way people behave around us or… I dunno. Just, not yet."
Jim,"Hey, the Schwab guy told us to treat every sale like it was a huge sale."
Dwight,Eighty thousand dollars a year.
Michael,"""One of them was named Michael Scott, and he was an..."" Oh, damn it. Okay. Okay, okay, we're... Okay, we're starting over."
Dwight,I am not a liar.
Michael,Okay. You’ve just lost my business.
Michael,"Uh, “I’ll help, Elwyn Dragonslayer, uh, ten points, power sword.”"
Dwight,Good. How are you doing?
Dwight,"No. Because you laughed at me. Kevin will be eaten! Pam will be taken slave! Jim will be made a warlord’s gesture. Meredith will do ok. Be assured this day will come. It’s just a matter of time. Could be one month, could be two months."
Dwight,"Oh, worker's comp, my ass!"
Michael,"Well what is it exactly? I mean, what, what specifically? We don’t – it doesn’t have to be paper. We could sell medicine and other…"
Michael,"Because you're pregnant, and because it obviously happened when we were together. And, I am very..."
Michael,"Yeah, Randy Newman’s the best."
Michael,I don't know man. I was with Jan for so long. I was excited about meeting somebody new. Put my heart out there. It's just...
Michael,"Well, could you condense it please?"
Michael,I’m just walking around.
Andy,K
Andy,That's a crazy amount of points.
Darryl,"No, you don't. You don't feel us. How can you? You know what?"
Jim,Okay.
Angela,Sounds fun.
Andy,Are you ready?
Pam,Michael!
Andy,No it's a... hump. There's a hump.
Angela,My Phillip is crawling.
Kevin,I almost died. I... I went into this skid---
Ryan,"Look, I can’t, I can’t not have my phone. I’m sorry. I want to be with my phone."
Jim,"Could I have everyone's attention, please? I have some tough news, so I'm just gonna give it to you straight. Truth is, we only have so much money for raises this year, so the simple fact is some people will get raises, and some people won't. Now, what we've decided is, we are gonna give those raises to the sales staff."
Jim,Fantastic.
Kelly,"Ruka, Nipa, Tiffany. Stop acting like such little losers and just be cool. Come on, Ryan. Come on. Leave him alone. I hate you guys."
Dwight,I'm stronger.
Oscar,Wow.
Kelly,I swallowed a tapeworm last night. It's going to grow up to three feet inside of me and then it eats all my food so that I don't get fat. And then after three months I take some medicine and then I pass it. Creed sold it to me. It's from Mexico.
Michael,"No, There are people all over the world, who have all sorts of problems and afflictions, and diseases. They're deformed, and they're abnormal, and... they're illiterate and ugly. Symphonies don't have any money. Public TV is bust. I can't do anything about it, I can't... you know. There's just one of me, and there's a thousand of them. And rabies wins."
Dwight,Don't do it!
Jim,"Uh, it's saying the server went down? Does Anybody know that password? 'Cause otherwise we can't do any work."
Jim,"Michael, you don't have to do this."
Kevin,"Go a little higher. There you go. Nope, higher. Higher."
Jim,"I’ve never been a kiss up. I – it’s just not how I operate. I mean, I’ve always subscribed to the idea that if you really want to impress your boss, you go in there and you do mediocre work. Half-heartedly."
Andy,"Mm-hmm, mm-hmm."
Michael,"Okay, everybody jump in the air this time, please. Here we go."
Andy,But it’s really good- Oh!
Pam,We decided that there’s no way Dwight would harm a child.
Andy,Ugh! He’s always one step ahead of us! How does he do that?
Andy,Well are you?
Kevin,Thank you.
Michael,"Fine, I'm just going to go by myself, and I am going to win them back by myself because this is important to me."
Kevin,"Michael, you might lose your condo."
Michael,Have a good night.
Andy,Absolutely.
Michael,What’s that?
Darryl,"OK, don’t fire me."
Michael,Oh. Please. Colin Powell.
Dwight,"You will say ‘yes’ on one. Five, four, three, two, get ready to say ‘yes’, one. Yes."
Dwight,Yeah.
Dwight,I accidentally ran over it. It's a Christmas miracle!
Dwight,"Oh, Monkey. Oh, I feel for you."
Kevin,"Chicken piccata, side salad."
Kevin,We need to assemble the five families.
Dwight,Come on. You've got to be kidding me.
Phyllis,"Oh, Lord in heaven."
Dwight,Bye poochie!
Michael,"Hey, hey guys. You know what I want you to do? Shake hands, get over it. That was not a shake, Dwight."
Michael,Let's celebrate.
Michael,"Oh, no big deal. Really. Sorry again."
Andy,I am saying the exact opposite. Angela is fantastic.
Michael,"Yep, not as good as gold. Why are you playing the national anthem?"
Andy,I was just wondering what you had planned for Secretary's Day.
Dwight,Go. Get the door.
Andy,"Yeah, so, I’ll see you on the red carpet. See, that’s how it works."
Jim,I just want it to stop.
Michael,Thank you.
Andy,"Torn scrotum. Still on the mend, so not good timing."
Michael,"The old Michael Scott might have taken this, but not the new Michael Scott. They are in for a bitter surprise. I am not to be truffled with."
Andy,"Right on, brotha. Wurddd."
Pam,"I have a way to make Scranton a better place, you could leave it."
Pam,Yeah. And he worked here too.
Oscar,"Jamaican, huh? I just read about the elections down there. Crazy stuff."
Jim,"Oh. Yeah well, I guess there's been a couple late nights. Karen and I have been up talking."
Andy,"I- I’m home in bed. I’ve been in bed all day. I got the– I got the serious poops, man."
Michael,Hey! Hey! Jim and Pam! Can you believe this? It's really happening.
Michael,"Well it sounds right, but is it?"
Kevin,Angela.
Ryan,"Great. She's cute, huh?"
Pam,Cool.
Dwight,Today I’m prepared to give you 15% off our normal prices.
Michael,"Oh, stop it Dwight."
Angela,No.
Dwight,"This is a ring, taken from the buttocks of my grandmother, put there by the gangster patriarch of the Coors dynasty, melted in a foundry run by Mennonites."
Ryan,"Well, I updated it."
Ryan,You’re doing it man.
Dwight,Brought it in here-
Jim,My God!
Oscar,"Hey, look who’s back, Dwight Junior."
Dwight,"Are you pretending to be crazy, huh?"
Michael,"Well, Pam maybe you should stick to the ongoing confidentiality agreement of meetings."
Ryan,Michael it's not... It's not...
Jim,You just got yourself kicked out of your apartment.
Oscar,Alright.
Jim,I’m alright.
Pam,"Good, especially after I took all your money in poker."
Michael,"I know, I know."
Jim,The torches are lit.
Dwight,"Yes, I did, ‘cept I don’t think she means it. Angela is in a great deal of pain because of the death of her cat, and she’s in a kind of a grieving process, and it makes her say things. So… best to just lay off."
Meredith,Damn it.
Michael,It is.
Michael,"I can't believe you're not going to be there. It's going to be good, it's going to be a great bachelor party man."
Michael,You're worried about the party? There's a man's life at stake here.
Andy,"Hey, Big Tuna. You ever Google Google? What do you think would happen?"
Michael,Ah! You must be Andy Bernard. Aloha and welcome!
